statement,disease
এই কালো দাগ রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Anthracnose
"আমার আমের গায়ে সব কালা দাগ হইয়া এমন হইছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Anthracnose
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Anthracnose
এই কালো দাগ রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Anthracnose
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর দেনা করা ছাড়া কোনো পথ নাই।,Mango Anthracnose
এই কালা দাগ রোগটা কি আমার আম গাছের এই জাতটারই কোনো বিশেষ সমস্যা?,Mango Anthracnose
আমার আমের এই কালা দাগ রোগটা কি সব জাতের আমকেই সমানভাবে নষ্ট করে?,Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Anthracnose
"আমার আম বাগানে এইবার এই কালা দাগওয়ালা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Anthracnose
এই কালো দাগ রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Anthracnose
"আমার আমের গায়ে সব কালা দাগ হইয়া এমন হইছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Anthracnose
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Anthracnose
এই কালো দাগ রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Anthracnose
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর দেনা করা ছাড়া কোনো পথ নাই।,Mango Anthracnose
এই কালা দাগ রোগটা কি আমার আম গাছের এই জাতটারই কোনো বিশেষ সমস্যা?,Mango Anthracnose
আমার আমের এই কালা দাগ রোগটা কি সব জাতের আমকেই সমানভাবে নষ্ট করে?,Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Anthracnose
এই বর্ষায় আমার আম গাছের নতুন কচি পাতাগুলাতেও দেখি ঐ একই কালা দাগ দেখা দিতাছে।,Mango Anthracnose
"আমার ফজলি আমের গায়ে প্রথমে একটা ছোট তিলের মতো দাগ হয়, পরে সেইটাই পুরা আমটারে পচাইয়া ফালায়।",Mango Anthracnose
এই আম পচা রোগে আমার সব গাছের ভালো আমগুলাই পইচা গেলো। এইবার খুব লোকসান হইছে। 😫,Mango Anthracnose
"আমের গায়ে যে কালা দাগ, সেইখানটা ডেবে গিয়ে আঠার মতো বাইর হয়।",Mango Anthracnose
আমার খেতের আম গাছগুলার ডগার আগা সব মইরা শুকনা হইয়া রইছে।,Mango Anthracnose
এইবার আমার আমের আঁটির চারিদিকেও দেখি কালা দাগ হইয়া پইচা গেছিলো।,Mango Anthracnose
"আমার আমের মুকুলের উপর যে কালা দাগ হইছিলো, সেইগুলা বৃষ্টিতে আরও ছড়াইছিলো।",Mango Anthracnose
এই কালো দাগওয়ালা আম কেটে শুকাইলে কি আমশি বানানো যাইবো? 🤔,Mango Anthracnose
আমার আম বাগানে এই কালা দাগওয়ালা রোগটা এক গাছ থেইকা আরেক গাছে ছড়াইয়া পড়ছিলো।,Mango Anthracnose
"পাশের বাড়ির আম কত সুন্দর, আর আমার গাছের আম সব কালা হইয়া রইছে।",Mango Anthracnose
"আমের মৌসুম তো শেষ, কিন্তু গাছের পাতার কালা দাগগুলা তো এখনো যায় নাই।",Mango Anthracnose
"আমার আম গাছগুলার জোর একদম কইমা গেছে মনে হয়, নতুন পাতাগুলোও দুর্বল আর দাগওয়ালা।",Mango Anthracnose
এই কালো দাগ রোগটা আমার আম গাছের সব সতেজ ভাবটাই কাইড়া নিতাছে।,Mango Anthracnose
আমার আম বাগানে এই কালা দাগওয়ালা আমগুলা দেখতে খুব বিশ্রী লাগে।,Mango Anthracnose
"এইবার আমার আমের গায়ে এমন কালা দাগ হইছে যে, আড়তে নিছিলাম, ব্যাপারীরা অর্ধেক দামও বলে নাই।",Mango Anthracnose
"আমার এক গাছের আম ভালো আছিলো, কিন্তু বাকি সব গাছের আম এই রোগে শেষ।",Mango Anthracnose
"আম তো দূরের কথা, আমের মুকুলই তো রাখতে পারি নাই এই কালা পচন রোগে।",Mango Anthracnose
আমার আম দেইখা মনে হইতাছে কেউ কালি ছিটাইয়া দিছে।,Mango Anthracnose
এই কালা দাগ কি আমার আমের সব মিষ্টি ভাবটা নষ্ট কইরা দিছে? আম খাইতে ভালো লাগে নাই।,Mango Anthracnose
আমার আমের এই অবস্থা দেইখা মনে হইতাছে এইবার আর মেয়ের বিয়ের জন্য টাকা জমাইতে পারমু না। 😥,Mango Anthracnose
আমার আম গাছের চারা অবস্থাতেই পাতার মধ্যে এই কালা দাগ আসা শুরু হইছিলো।,Mango Anthracnose
এই কালো দাগ রোগটা কি পুরান আম গাছগুলাতেই বেশি হয়?,Mango Anthracnose
"আমার আম গাছের পাতা সব এমন কালা হইছে যে, গাছটারে দেখতেই অসুস্থ মনে হয়।",Mango Anthracnose
"এইবার আমার আমের ফলন এত কম হইছে যে, নিজের খাওয়ার আমও রাখা যায় নাই এই কালা দাগের কারণে।",Mango Anthracnose
"আমার আম গাছের ডালে ডালে এই কালা রোগটা এমনভাবে ছড়াইছে যে, ডালগুলাই মইরা যাইতাছে।",Mango Anthracnose
আমের গায়ে কালা দাগ হওয়ার সাথে সাথে আমটাও কেমন জানি গন্ধ হইয়া যাইতো।,Mango Anthracnose
আমার আমের এই কালো দাগ রোগ দেইখা গ্রামের সবাই বলতাছে গাছের বয়স হইয়া গেছে।,Mango Anthracnose
"এই রোগটা কি খালি আমের গায়েই হয়, নাকি আমের বোঁটাতেও হইতে পারে?",Mango Anthracnose
"আমার আম গাছের এমন কালা দাগ হইছে যে, আর কোনো ছত্রাকনাশকেই কাজ হইতাছে না।",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার ভাগ্যটাই খারাপ।,Mango Anthracnose
"আমার গাছের মইধ্যে দুই একটা ভালো আম বাদে, বাকি সবগুলার গায়েই এই কালা দাগ আছিলো।",Mango Anthracnose
এই কালো দাগ রোগটা আমার সব পরিশ্রমকেই নষ্ট কইরা দিলো।,Mango Anthracnose
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ছেলেমেয়ের ভালো স্কুলে ভর্তি করানো যাইবো না। 😟,Mango Anthracnose
"এই রোগটা কি দিনের বেলা রোদে কম ছড়ায়, নাকি মেঘলা দিনেই বেশি ছড়ায়?",Mango Anthracnose
আমার আম গাছের এই কালা দাগ রোগটা কি পরিচর্যার অভাবে হইছে?,Mango Anthracnose
এইবার আমার আমের এই অবস্থা দেইখা মনে হইতাছে আমার সব স্বপ্নই শেষ হইয়া গেলো।,Mango Anthracnose
"আমার আম বাগানে এইবার এই কালা দাগওয়ালা আম এত বেশি যে, দেখলেই মনটা খারাপ হইয়া যায়।",Mango Anthracnose
এই কালো দাগ রোগের কারণে আমার আমের আঁটিটাও ঠিকমতো বড় হয় নাই।,Mango Anthracnose
"আমার আমের গায়ে সব কালা দাগ হইয়া এমন হইছে যে, আর কোনো আশাই দেখতাছি না। 😭",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ।,Mango Anthracnose
আমার আম গাছের বাড়ন দেইখা মনে হয় যেনো কেউ অভিশাপ দিয়া রাখছে।,Mango Anthracnose
এই কালো দাগ রোগটা আমার সব লাভজনকতাই শেষ কইরা দিলো।,Mango Anthracnose
আমার আম গাছ দেইখা মনে হইতাছে এইবার আর নতুন কিছুই করা সম্ভব না।,Mango Anthracnose
এই কালা দাগ রোগটা কি পাশের বাড়ির গাছ থেইকা আমার গাছে আসতে পারে?,Mango Anthracnose
আমার আমের এই কালা দাগ রোগটা কি মাটির কোনো সমস্যার কারণে হয়?,Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই নষ্ট হইয়া গেলো।,Mango Anthracnose
"আমার আম বাগানে এইবার এই কালা দাগওয়ালা আম এত বেশি যে, আর কোনো উপায়ই দেখতাছি না।",Mango Anthracnose
এই কালো দাগ রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো ফলন দিবো বইলা মনে হয় না।,Mango Anthracnose
"আমার আমের গায়ে সব কালা দাগ হইয়া এমন হইছে যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Anthracnose
আমার গাছের সব আমই সমানভাবে কালা দাগে আক্রান্ত হইয়া গেছিলো।,Mango Anthracnose
এই কালো দাগ রোগটা আমার সব সম্মানই শেষ কইরা দিলো।,Mango Anthracnose
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ঋণ করা ছাড়া কোনো পথই নাই। 😫,Mango Anthracnose
এই কালা দাগ রোগটা কি আমার ল্যাংড়া আম গাছের কোনো দুর্বলতা?,Mango Anthracnose
আমার আমের এই কালা দাগ রোগটা কি সব জাতের আমকেই একভাবে ধরে?,Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Anthracnose
"আমার আম বাগানে এইবার এই কালা দাগওয়ালা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Anthracnose
এই কালো দাগ রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Anthracnose
"আমার আমের গায়ে সব কালা দাগ হইয়া এমন হইছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Anthracnose
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Anthracnose
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Anthracnose
এই কালো দাগ রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Anthracnose
এই বর্ষায় আমার ঘরে রাখা আমগুলার দেখি সবগুলারই বোঁটার দিকটা পইচা যাইতাছে।,Mango Stem End Rot
"আমার ফজলি আমগুলা কাঁচা থাকতে কি সুন্দর, কিন্তু পাকার সময়ই দেখি মুখটা কালা হইয়া যায়।",Mango Stem End Rot
এই বোঁটা পচা রোগে আমার সব ভালো আমগুলা ঘরে আইনা নষ্ট হইলো। কি যে একটা অবস্থা! 😫,Mango Stem End Rot
"আমের বোঁটার গোড়ায় যে কালা দাগ, সেইখানটা টিপ দিলেই ডেবে যায়।",Mango Stem End Rot
আমার খেতের কিছু আম গাছ থেইকাই বোঁটা শুকায়া ঝইরা পড়ছিলো।,Mango Stem End Rot
এইবার আমার আমের আঁটির চারিদিকেও দেখি বোঁটা পইচা পচন ধইরা গেছিলো।,Mango Stem End Rot
"আমার আমের বোঁটার চারিদিকে প্রথমে একটা পানির মতো দাগ হয়, পরে সেইটা কালা হইয়া যায়।",Mango Stem End Rot
এই বোঁটা পচা রোগটা কি আম ঠিকমতো না পাড়লে হয়? 🤔,Mango Stem End Rot
আমার আমগুলার মইধ্যে এই বোঁটা পচা রোগটা খুব তাড়াতাড়ি ছড়াইতাছে।,Mango Stem End Rot
"পাশের বাড়ির আম এখনো ভালো, আর আমার ঘরের আম সব মুখ পইচা শ্যাষ।",Mango Stem End Rot
"আম পাকার পর বোঁটার দিকটা নরম হইয়া যায়, কিন্তু আমের বাকি শরীর শক্তই থাকে।",Mango Stem End Rot
"আমার আম গাছগুলার জোর কম নাকি, তাই বইলা কি সব আমের বোঁটা পইচা যাইবো?",Mango Stem End Rot
এই কালো দাগ রোগটা আমার আম গাছের সব ভালো ফলকেই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আম বাগানে এই বোঁটা পচা আমগুলা দেখতে খুব খারাপ লাগতো।,Mango Stem End Rot
"এইবার আমার আমের গায়ে এমনভাবে বোঁটা পচে যে, বাজারে নেওয়ার মতো অবস্থাই নাই।",Mango Stem End Rot
"আমার এক গাছের আম ভালো, বাকি সব গাছের আমেরই বোঁটা পচা রোগ।",Mango Stem End Rot
"আম তো দূরের কথা, আমের বোঁটাটাই তো রাখতে পারি নাই এই পচন রোগে।",Mango Stem End Rot
আমার আম দেইখা মনে হইতাছে কেউ বোঁটার মুখে কালি লাগাইয়া দিছে।,Mango Stem End Rot
এই বোঁটা পচা কি আমার আমের সব মিষ্টি ভাবটা নষ্ট কইরা দিতাছে? আম খাইতে ভালো লাগে না।,Mango Stem End Rot
আমার আমের এই অবস্থা দেইখা মনে হইতাছে এইবার আর দেনা শোধ করা যাইবো না। 😥,Mango Stem End Rot
আমার আম গাছের কিছু কিছু আমের বোঁটা গাছ থেইকাই শুকনা আছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি পুরান আম গাছগুলাতেই বেশি হয়?,Mango Stem End Rot
"আমার আমগুলা সব এমনভাবে মুখ পচছে যে, আর কাটার মতো অবস্থাও নাই।",Mango Stem End Rot
"এইবার আমার আমের ফলন ভালো হইলেও, এই বোঁটা পচা রোগের কারণে কোনো লাভই হইলো না।",Mango Stem End Rot
আমার আমগুলার বোঁটার চারিদিকে একটা বাদামী রিং হইয়া পচনটা শুরু হয়।,Mango Stem End Rot
আমের বোঁটার দিকটা পচার সাথে সাথে আমটাও কেমন জানি একটা গন্ধ হইয়া যাইতো।,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগ দেইখা গ্রামের সবাই বলতাছে আম পাড়ার ভুল হইছে।,Mango Stem End Rot
"এই রোগটা কি খালি পাকা আমেই হয়, নাকি কাঁচা আমেও হইতে পারে?",Mango Stem End Rot
"আমার আম গাছের এমন বোঁটা পচা রোগ হইছে যে, আর কোনো ছত্রাকনাশকেই কাজ হয় নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার ভাগ্যটাই খারাপ।,Mango Stem End Rot
"আমার ঝুড়ির মইধ্যে দুই একটা ভালো আম বাদে, বাকি সবগুলারই মুখ পইচা গেছে।",Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব পরিশ্রমকেই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ছেলেমেয়ের পড়ার খরচ চালানোই যাইবো না। 😟,Mango Stem End Rot
"এই রোগটা কি গরমের কারণে বাড়ে, নাকি মেঘলা দিনেই বেশি বাড়ে?",Mango Stem End Rot
আমার আম গাছের এই বোঁটা পচা রোগটা কি পরিচর্যার কোনো অভাবে হইছে?,Mango Stem End Rot
এইবার আমার আমের এই অবস্থা দেইখা মনে হইতাছে আমার সব স্বপ্নই শেষ হইয়া গেলো।,Mango Stem Vối Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, দেখলেই মনটা খারাপ হইয়া যায়।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আমের আঁটিটাও ঠিকমতো পুষ্ট হয় নাই।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো আশাই দেখতাছি না। 😭",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ।,Mango Stem End Rot
আমার আম গাছের বাড়ন দেইখা মনে হয় যেনো কেউ বোঁটায় অভিশাপ দিছে।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব লাভজনকতাই শেষ কইরা দিলো।,Mango Stem End Rot
আমার আম দেইখা মনে হইতাছে এইবার আর নতুন কিছুই করা সম্ভব না।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি পাশের বাড়ির গাছ থেইকা আমার গাছে আসতে পারে?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি মাটির কোনো সমস্যার কারণে হয়?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই নষ্ট হইয়া গেলো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো উপায়ই দেখতাছি না।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো ফলন দিবো বইলা মনে হয় না।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Stem End Rot
আমার গাছের সব আমই সমানভাবে বোঁটা পইচা গেছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব সম্মানই শেষ কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ঋণ করা ছাড়া কোনো পথই নাই। 😫,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি আমার হিমসাগর আম গাছের কোনো দুর্বলতা?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি সব জাতের আমকেই একভাবে ধরে?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Stem End Rot
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর দেনা করা ছাড়া কোনো পথ নাই।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি আমার আম গাছের এই জাতটারই কোনো বিশেষ সমস্যা?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি সব জাতের আমকেই সমানভাবে নষ্ট করে?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Stem End Rot
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর দেনা করা ছাড়া কোনো পথ নাই।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি আমার আম গাছের এই জাতটারই কোনো বিশেষ সমস্যা?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি সব জাতের আমকেই সমানভাবে নষ্ট করে?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Stem End Rot
"আম তো পাকে না, তার আগেই বোঁটা পইচা গাছ থেইকা পইড়া যায়।",Mango Stem End Rot
আমার গাছের আমগুলার বোঁটার দিক নরম হইয়া পইচা যাইতাছে। নিচের দিক কিন্তু শক্তই থাকে।,Mango Stem End Rot
আমার আমের মুখ পচা রোগ হইছে মনে হয়। বোঁটার দিক দিয়া কালা হইয়া যায়।,Mango Stem End Rot
আম গাছ থাইকা পাড়ার দুই দিন পরেই বোঁটার গোড়া নরম হইয়া যায়।,Mango Stem End Rot
আমার হিমসাগর আমের এই বোঁটা পচা সমস্যাটা বেশি।,Mango Stem End Rot
"আম কাঁচা থাকতে দেখতে ভাল, কিন্তু পাকাইতে দিলেই মুখ পচে।",Mango Stem End Rot
আমের বোঁটার চারিদিকে গোল হইয়া পচন ধরে।,Mango Stem End Rot
এইডা কি আম পাড়ার দোষ নাকি গাছের রোগ?,Mango Stem End Rot
আমার আমের বোঁটা শুকায়া যাইতাছে।,Mango Stem End Rot
"অনেক আম হইছে গাছে, কিন্তু সব দেহি বোঁটা পইচা শ্যাষ।",Mango Stem End Rot
"এই রাইতে বইসা ভাবতাছি, আমার সব ভালো আমগুলা কেমনে ঘরের মইধ্যে আইনা বোঁটা পইচা গেলো।",Mango Stem End Rot
আমার গোপালভোগ আমগুলাও এইবার বোঁটা পচা রোগে শেষ হইয়া গেলো।,Mango Stem End Rot
এই বোঁটা পচা রোগে আমার সব লাভের টাকাটাই নষ্ট হইলো। কি যে একটা গজব! 😫,Mango Stem End Rot
"আমের বোঁটার গোড়ায় যে কালা দাগ, সেইটা আস্তে আস্তে পুরা আমটাকেই ধইরা ফালায়।",Mango Stem End Rot
"আমার কিছু আম গাছ থেইকাই বোঁটা শুকায়া ঝইরা পড়ছিলো, সেইগুলা পাড়ার আগেই পচা।",Mango Stem End Rot
এইবার আমার আমের বোঁটার পচনটা আঁটি পর্যন্ত চইলা গেছিলো।,Mango Stem End Rot
"আমার আমের বোঁটার চারিদিকে প্রথমে একটা বাদামী রিং হয়, পরে সেইটা কালা হইয়া যায়।",Mango Stem End Rot
এই বোঁটা পচা রোগটা কি আম বেশি পাইকা পাড়লে হয়? 🤔,Mango Stem End Rot
আমার এক ঝুড়ি আমের মইধ্যে এই বোঁটা পচা রোগটা খুব তাড়াতাড়ি ছড়াইছে।,Mango Stem End Rot
"পাশের বাড়ির আম এখনো খাইতেছে, আর আমার আম সব বোঁটা পইচা ফালাইয়া দেওয়া লাগলো।",Mango Stem End Rot
"আম পাকার পর বোঁটার দিকটা এমন নরম হইয়া যায় যে, হাত দিলেই বইসা যায়।",Mango Stem End Rot
"আমার আম গাছগুলার কি সার কম হইছিলো, তাই বইলা কি সব আমের বোঁটা পইচা যাইবো?",Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার আম গাছের সব ভালো ফলকেই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার ঘরে রাখা আমগুলা থেইকা একটা মিষ্টি পচা গন্ধ বাইর হইতাছে।,Mango Stem End Rot
"এইবার আমার আমের এমনভাবে মুখ পচছে যে, আড়তে নেওয়ার মতো একটা আমও নাই।",Mango Stem End Rot
"আমার এক গাছের আম ভালো, বাকি সব গাছের আমেরই এই বোঁটা পচা রোগটা হইছে।",Mango Stem End Rot
"আম তো দূরের কথা, আমের বোঁটাটাই তো রাখতে পারি নাই এই পচন রোগে।",Mango Stem End Rot
"আমার আম কাইটা দেহি, বোঁটার দিক থেইকা ভিতরের আঁটির দিকে কালা কালা শিরা গেছে।",Mango Stem End Rot
এই বোঁটা পচা আম খাইলে কি পেট খারাপ হইবো?,Mango Stem End Rot
আমার আমের এই অবস্থা দেইখা মনে হইতাছে এইবার আর কিস্তি শোধ করা যাইবো না। 😥,Mango Stem End Rot
আমার আম গাছের কিছু কিছু আমের বোঁটা গাছ থেইকাই নরম হইয়া আছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি খালি গরম আবহাওয়ায় হয়?,Mango Stem End Rot
"আমার আমগুলা সব এমনভাবে মুখ পচছে যে, আর কাটার মতো অবস্থাও নাই।",Mango Stem End Rot
"এইবার আমার আমের ফলন ভালো হইলেও, এই বোঁটা পচা রোগের কারণে কোনো লাভই থাকলো না।",Mango Stem End Rot
আমার আমগুলার বোঁটার চারিদিকে একটা পানি-ভেজা রিং হইয়া পচনটা শুরু হয়।,Mango Stem End Rot
আমের বোঁটার দিকটা পচার সাথে সাথে আমটাও কেমন জানি একটা বিস্বাদ হইয়া যাইতো।,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগ দেইখা গ্রামের সবাই বলতাছে আম পাড়ার সময় আঘাত লাগছে।,Mango Stem End Rot
"এই রোগটা কি খালি পাকা আমেই ধরে, নাকি কাঁচা আমেও হইতে পারে?",Mango Stem End Rot
"আমার আম গাছের এমন বোঁটা পচা রোগ হইছে যে, আর কোনো কিছুই করার নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার ভাগ্যটাই খারাপ।,Mango Stem End Rot
"আমার ঝুড়ির মইধ্যে দুই একটা ভালো আম বাদে, বাকি সবগুলারই মুখ পইচা গেছে।",Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব পরিশ্রমকেই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ছেলেমেয়ের ভালো স্কুলে ভর্তি করানো যাইবো না। 😟,Mango Stem End Rot
"এই রোগটা কি গরমের কারণে বাড়ে, নাকি মেঘলা দিনেই বেশি বাড়ে?",Mango Stem End Rot
আমার আম গাছের এই বোঁটা পচা রোগটা কি পরিচর্যার কোনো অভাবে হইছে?,Mango Stem End Rot
এইবার আমার আমের এই অবস্থা দেইখা মনে হইতাছে আমার সব স্বপ্নই শেষ হইয়া গেলো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, দেখলেই মনটা খারাপ হইয়া যায়।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আমের আঁটিটাও ঠিকমতো পুষ্ট হয় নাই।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো আশাই দেখতাছি না। 😭",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ।,Mango Stem End Rot
আমার আম গাছের বাড়ন দেইখা মনে হয় যেনো কেউ বোঁটায় অভিশাপ দিছে।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব লাভজনকতাই শেষ কইরা দিলো।,Mango Stem End Rot
আমার আম দেইখা মনে হইতাছে এইবার আর নতুন কিছুই করা সম্ভব না।,Mango Stem End Rot
এই বোঁটা পচা রোগটা কি পাশের বাড়ির গাছ থেইকা আমার গাছে আসতে পারে?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি মাটির কোনো সমস্যার কারণে হয়?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই নষ্ট হইয়া গেলো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো উপায়ই দেখতাছি না।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো ফলন দিবো বইলা মনে হয় না।,Mango Stem End Rot
